epoch_number,algorithm,mapping,swaps,estimated_fidelity,timestamp,run_id
58,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.8463946372611261,2026-07-05T17:32:34.765640+00:00,"Run - Jul 05, 2026 at 22:57:34"
59,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.846394029926942,2026-07-05T17:32:42.302785+00:00,"Run - Jul 05, 2026 at 22:57:34"
60,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.8464066636106349,2026-07-05T17:32:49.396505+00:00,"Run - Jul 05, 2026 at 22:57:34"
61,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.8464142498767454,2026-07-05T17:32:56.001661+00:00,"Run - Jul 05, 2026 at 22:57:34"
62,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.8464375577671238,2026-07-05T17:33:02.140129+00:00,"Run - Jul 05, 2026 at 22:57:34"
63,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.8464388448993885,2026-07-05T17:33:08.722080+00:00,"Run - Jul 05, 2026 at 22:57:34"
64,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.846448449514099,2026-07-05T17:33:14.656725+00:00,"Run - Jul 05, 2026 at 22:57:34"
65,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.846453521470188,2026-07-05T17:33:20.912368+00:00,"Run - Jul 05, 2026 at 22:57:34"
66,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.8464674940207947,2026-07-05T17:33:29.821398+00:00,"Run - Jul 05, 2026 at 22:57:34"
67,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.8464518117801318,2026-07-05T17:33:36.284881+00:00,"Run - Jul 05, 2026 at 22:57:34"
68,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.8464349710175613,2026-07-05T17:33:42.903152+00:00,"Run - Jul 05, 2026 at 22:57:34"
69,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.8464293189508858,2026-07-05T17:33:49.632882+00:00,"Run - Jul 05, 2026 at 22:57:34"
70,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.846420840345112,2026-07-05T17:33:55.970689+00:00,"Run - Jul 05, 2026 at 22:57:34"
71,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.8463849141812684,2026-07-05T17:34:02.969133+00:00,"Run - Jul 05, 2026 at 22:57:34"
72,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.8463656995178875,2026-07-05T17:34:12.085809+00:00,"Run - Jul 05, 2026 at 22:57:34"
73,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.8463497419433658,2026-07-05T17:34:17.786141+00:00,"Run - Jul 05, 2026 at 22:57:34"
74,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.8463658564007172,2026-07-05T17:34:22.748034+00:00,"Run - Jul 05, 2026 at 22:57:34"
75,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.8463581318993474,2026-07-05T17:34:29.424951+00:00,"Run - Jul 05, 2026 at 22:57:34"
76,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.8463752382690386,2026-07-05T17:34:35.389961+00:00,"Run - Jul 05, 2026 at 22:57:34"
77,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.8463778560781071,2026-07-05T17:34:42.023053+00:00,"Run - Jul 05, 2026 at 22:57:34"
78,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.8463722061090745,2026-07-05T17:34:51.480129+00:00,"Run - Jul 05, 2026 at 22:57:34"
79,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.8463733868549601,2026-07-05T17:34:58.234949+00:00,"Run - Jul 05, 2026 at 22:57:34"
80,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.8463540745458266,2026-07-05T17:35:04.978437+00:00,"Run - Jul 05, 2026 at 22:57:34"
81,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.846361270663197,2026-07-05T17:35:12.083843+00:00,"Run - Jul 05, 2026 at 22:57:34"
82,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.8463647356328803,2026-07-05T17:35:18.081954+00:00,"Run - Jul 05, 2026 at 22:57:34"
83,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.84636719632357,2026-07-05T17:35:24.525766+00:00,"Run - Jul 05, 2026 at 22:57:34"
84,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.8463494316809829,2026-07-05T17:35:31.651267+00:00,"Run - Jul 05, 2026 at 22:57:34"
85,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.8463444130650646,2026-07-05T17:35:36.792437+00:00,"Run - Jul 05, 2026 at 22:57:34"
86,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.8463491988519629,2026-07-05T17:35:45.885097+00:00,"Run - Jul 05, 2026 at 22:57:34"
87,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.8463775499265807,2026-07-05T17:35:54.614033+00:00,"Run - Jul 05, 2026 at 22:57:34"
88,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.8463908118889757,2026-07-05T17:36:00.839471+00:00,"Run - Jul 05, 2026 at 22:57:34"
89,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.8464186630479781,2026-07-05T17:36:12.798269+00:00,"Run - Jul 05, 2026 at 22:57:34"
90,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.8464274344498576,2026-07-05T17:36:19.169888+00:00,"Run - Jul 05, 2026 at 22:57:34"
91,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.8464402322719202,2026-07-05T17:36:27.455676+00:00,"Run - Jul 05, 2026 at 22:57:34"
92,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.8464518117801318,2026-07-05T17:36:34.428339+00:00,"Run - Jul 05, 2026 at 22:57:34"
93,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.8464530992642098,2026-07-05T17:36:40.082547+00:00,"Run - Jul 05, 2026 at 22:57:34"
94,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.8464579577777155,2026-07-05T17:36:49.681823+00:00,"Run - Jul 05, 2026 at 22:57:34"
95,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.8464559271608664,2026-07-05T17:36:57.662869+00:00,"Run - Jul 05, 2026 at 22:57:34"
96,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.8464447575383044,2026-07-05T17:37:04.584648+00:00,"Run - Jul 05, 2026 at 22:57:34"
97,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.8464323353238983,2026-07-05T17:37:13.205308+00:00,"Run - Jul 05, 2026 at 22:57:34"
98,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.8464146498076236,2026-07-05T17:37:19.982774+00:00,"Run - Jul 05, 2026 at 22:57:34"
99,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.8464232402038273,2026-07-05T17:37:28.765092+00:00,"Run - Jul 05, 2026 at 22:57:34"
100,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '0': 9, '10': 10}",2,0.8463949092803089,2026-07-05T17:37:36.972378+00:00,"Run - Jul 05, 2026 at 22:57:34"
