epoch_number,algorithm,mapping,swaps,estimated_fidelity,timestamp,run_id
11,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7719207109686155,2026-07-10T16:49:29.037747+00:00,"Run - Jul 10, 2026 at 22:18:59"
12,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7717000567615258,2026-07-10T16:49:31.544502+00:00,"Run - Jul 10, 2026 at 22:18:59"
13,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7714938746401429,2026-07-10T16:49:33.986025+00:00,"Run - Jul 10, 2026 at 22:18:59"
14,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.771279065780011,2026-07-10T16:49:36.656913+00:00,"Run - Jul 10, 2026 at 22:18:59"
15,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7710593713009946,2026-07-10T16:49:38.983545+00:00,"Run - Jul 10, 2026 at 22:18:59"
16,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7708365026149002,2026-07-10T16:49:41.527331+00:00,"Run - Jul 10, 2026 at 22:18:59"
17,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7705555004221601,2026-07-10T16:49:44.536719+00:00,"Run - Jul 10, 2026 at 22:18:59"
18,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7703484159798009,2026-07-10T16:49:46.951652+00:00,"Run - Jul 10, 2026 at 22:18:59"
19,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7701435871989891,2026-07-10T16:49:49.903638+00:00,"Run - Jul 10, 2026 at 22:18:59"
20,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7699306456299226,2026-07-10T16:49:52.707489+00:00,"Run - Jul 10, 2026 at 22:18:59"
21,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7696848976183442,2026-07-10T16:49:55.437080+00:00,"Run - Jul 10, 2026 at 22:18:59"
22,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7694390951785984,2026-07-10T16:49:58.578797+00:00,"Run - Jul 10, 2026 at 22:18:59"
23,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7692010889164865,2026-07-10T16:50:01.283610+00:00,"Run - Jul 10, 2026 at 22:18:59"
24,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7690219510283178,2026-07-10T16:50:04.334057+00:00,"Run - Jul 10, 2026 at 22:18:59"
25,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.768811156184711,2026-07-10T16:50:07.308484+00:00,"Run - Jul 10, 2026 at 22:18:59"
26,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7686821566107664,2026-07-10T16:50:10.318882+00:00,"Run - Jul 10, 2026 at 22:18:59"
27,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7684719736703194,2026-07-10T16:50:13.725660+00:00,"Run - Jul 10, 2026 at 22:18:59"
28,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7683282505064859,2026-07-10T16:50:16.373214+00:00,"Run - Jul 10, 2026 at 22:18:59"
29,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7681335764615378,2026-07-10T16:50:20.036327+00:00,"Run - Jul 10, 2026 at 22:18:59"
30,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7679240215361615,2026-07-10T16:50:23.088091+00:00,"Run - Jul 10, 2026 at 22:18:59"
31,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7677655853690704,2026-07-10T16:50:26.834277+00:00,"Run - Jul 10, 2026 at 22:18:59"
32,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7675909095385622,2026-07-10T16:50:29.885694+00:00,"Run - Jul 10, 2026 at 22:18:59"
33,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7673660220720276,2026-07-10T16:50:33.457002+00:00,"Run - Jul 10, 2026 at 22:18:59"
34,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7671289621528133,2026-07-10T16:50:36.863179+00:00,"Run - Jul 10, 2026 at 22:18:59"
35,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7668744537807256,2026-07-10T16:50:40.830351+00:00,"Run - Jul 10, 2026 at 22:18:59"
36,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7666699520185395,2026-07-10T16:50:44.138465+00:00,"Run - Jul 10, 2026 at 22:18:59"
37,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7663980295750333,2026-07-10T16:50:48.005780+00:00,"Run - Jul 10, 2026 at 22:18:59"
38,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7661236633254919,2026-07-10T16:50:51.552001+00:00,"Run - Jul 10, 2026 at 22:18:59"
39,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.76589580924229,2026-07-10T16:50:55.844248+00:00,"Run - Jul 10, 2026 at 22:18:59"
40,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7655711940008575,2026-07-10T16:50:59.182552+00:00,"Run - Jul 10, 2026 at 22:18:59"
41,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7652905564495389,2026-07-10T16:51:03.403535+00:00,"Run - Jul 10, 2026 at 22:18:59"
42,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7649780654241868,2026-07-10T16:51:07.509863+00:00,"Run - Jul 10, 2026 at 22:18:59"
43,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7647191756429459,2026-07-10T16:51:11.386992+00:00,"Run - Jul 10, 2026 at 22:18:59"
44,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7644712180373728,2026-07-10T16:51:16.338315+00:00,"Run - Jul 10, 2026 at 22:18:59"
45,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.764192387050188,2026-07-10T16:51:20.469504+00:00,"Run - Jul 10, 2026 at 22:18:59"
46,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7639124650927429,2026-07-10T16:51:25.227705+00:00,"Run - Jul 10, 2026 at 22:18:59"
47,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7636134042699543,2026-07-10T16:51:29.082195+00:00,"Run - Jul 10, 2026 at 22:18:59"
48,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7633077889590897,2026-07-10T16:51:33.647090+00:00,"Run - Jul 10, 2026 at 22:18:59"
49,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7630547968480392,2026-07-10T16:51:37.953925+00:00,"Run - Jul 10, 2026 at 22:18:59"
50,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7627767815020606,2026-07-10T16:51:42.259962+00:00,"Run - Jul 10, 2026 at 22:18:59"
51,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7624845090112637,2026-07-10T16:51:46.910267+00:00,"Run - Jul 10, 2026 at 22:18:59"
52,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7624907545700786,2026-07-10T16:51:51.300408+00:00,"Run - Jul 10, 2026 at 22:18:59"
53,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.762510404382711,2026-07-10T16:51:55.807379+00:00,"Run - Jul 10, 2026 at 22:18:59"
54,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7625353969410533,2026-07-10T16:52:00.323312+00:00,"Run - Jul 10, 2026 at 22:18:59"
55,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7625278189984487,2026-07-10T16:52:05.262532+00:00,"Run - Jul 10, 2026 at 22:18:59"
56,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7626234398214005,2026-07-10T16:52:09.830026+00:00,"Run - Jul 10, 2026 at 22:18:59"
57,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7627010844337905,2026-07-10T16:52:14.513370+00:00,"Run - Jul 10, 2026 at 22:18:59"
58,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7627047199895571,2026-07-10T16:52:19.282315+00:00,"Run - Jul 10, 2026 at 22:18:59"
59,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7627047010874528,2026-07-10T16:52:24.014127+00:00,"Run - Jul 10, 2026 at 22:18:59"
60,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7627329151197083,2026-07-10T16:52:28.866952+00:00,"Run - Jul 10, 2026 at 22:18:59"
61,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7627530202186416,2026-07-10T16:52:33.706550+00:00,"Run - Jul 10, 2026 at 22:18:59"
62,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7628055627759313,2026-07-10T16:52:38.693044+00:00,"Run - Jul 10, 2026 at 22:18:59"
63,QHI_Greedy,"{'1': 0, '2': 1, '3': 2, '4': 3, '5': 4, '6': 5, '7': 6, '8': 7, '9': 8, '10': 9, '11': 10, '12': 11, '13': 12, '14': 13, '15': 14, '16': 15, '17': 16, '18': 17, '19': 18, '20': 19, '21': 20, '22': 21, '23': 22, '0': 23, '24': 24}",2,0.7628148785836197,2026-07-10T16:52:43.875604+00:00,"Run - Jul 10, 2026 at 22:18:59"
